elo,match32,top3_32,cploss32,match256,top3_256,cploss256,match4096,top3_4096,cploss4096,match65536,top3_65536,cploss65536
1659,0,1,33,0,1,33,0,0,93,0,0,137
1959,1,1,22,1,1,0,1,1,420,1,1,0
1325,0,0,27,0,0,1,0,1,90,0,0,147
1419,0,0,13,0,1,93,0,0,39,0,1,25
2090,0,0,16,0,0,25,0,0,47,0,0,36
1300,0,1,91,0,1,85,0,1,181,0,1,203
1147,0,0,91,0,0,162,0,0,167,0,0,111
1497,0,0,65,0,1,82,0,1,0,0,1,81
1640,1,1,22,1,1,0,1,1,0,1,1,0
2039,1,1,0,1,1,34,0,0,89,0,1,61
1129,0,0,106,0,0,342,0,0,278,0,0,260
1629,0,1,63,0,0,29,1,1,7,0,1,0
1467,0,0,164,0,0,289,0,0,128,0,0,97
2334,0,1,34,0,1,56,0,1,59,0,1,25
1869,0,0,91,0,1,109,0,0,72,0,1,294
1642,0,0,134,0,0,23,1,1,29,0,1,102
1491,0,1,24,0,1,21,1,1,22,0,1,2
1392,0,0,0,1,1,23,0,0,42,0,0,23
2304,0,0,28,0,1,48,0,1,65,0,0,8
1326,0,1,14,0,1,43,0,1,66,0,1,97
1989,0,1,264,0,0,81,1,1,0,1,1,0
1437,1,1,0,1,1,41,0,1,11,1,1,3
1500,0,1,32,0,1,52,0,0,57,0,0,27
1259,0,0,127,0,0,80,0,0,217,0,0,173
1899,0,0,40,0,1,0,1,1,29,1,1,35
1998,0,0,99,0,0,198,0,0,167,0,0,141
1160,0,0,27,0,1,25,0,0,100,0,0,105
1903,0,1,0,1,1,291,0,0,334,0,0,265
1796,0,0,218,0,0,341,0,0,225,0,0,288
2163,0,0,65,0,0,58,0,0,94,0,0,86
1300,1,1,0,1,1,0,1,1,0,0,1,0
1685,1,1,64,0,0,43,1,1,0,0,1,0
1248,1,1,58,0,1,48,1,1,82,1,1,10
2224,1,1,0,1,1,48,1,1,9,1,1,5
2609,0,1,76,0,0,78,0,1,40,0,1,0
1825,1,1,0,1,1,0,0,1,59,1,1,31
1939,0,0,82,0,0,115,0,0,145,0,0,97
1752,0,0,390,0,0,366,1,1,4,1,1,0
1860,0,1,2,0,1,38,0,0,0,0,0,13
1632,0,0,371,0,0,187,0,0,23,0,0,318
1924,0,0,0,1,1,58,0,0,0,0,0,0
1610,1,1,0,1,1,36,1,1,0,1,1,9
2169,0,0,105,0,0,2,0,0,78,0,0,230
1705,0,1,9,0,1,19,0,0,36,0,1,24
1106,0,0,161,0,0,0,0,0,247,0,0,111
1500,0,0,24,0,1,285,0,0,55,0,0,5
2001,0,1,25,0,0,26,0,1,30,0,0,46
1886,0,0,78,1,1,7,0,1,36,0,0,85
1437,0,1,0,1,1,145,1,1,15,0,1,13
1520,0,1,0,1,1,171,0,1,0,1,1,0
1311,1,1,6,0,1,0,0,1,39,1,1,0
1307,0,0,99,0,0,389,0,0,886,1,1,0
2468,0,0,138,0,0,102,0,0,29,0,1,13
916,0,0,119,0,0,74,0,1,115,0,1,111
2051,0,0,78,0,0,118,0,0,73,0,0,36
1228,1,1,0,1,1,106,0,0,0,0,0,3
2216,1,1,0,0,1,8,0,1,13,1,1,0
977,0,0,153,0,0,158,0,0,214,0,0,437
1560,0,0,0,1,1,0,0,0,0,1,1,5
1613,0,0,53,0,0,49,0,1,69,0,0,75
1127,0,0,79,0,1,116,0,0,154,0,0,83
2204,0,1,0,1,1,25,1,1,0,0,1,0
1942,0,1,51,0,1,80,0,0,0,1,1,21
2157,0,1,0,1,1,21,1,1,5,1,1,0
1789,0,1,56,0,1,136,0,0,140,0,1,134
937,1,1,0,1,1,30,1,1,33,1,1,17
1376,1,1,0,1,1,0,1,1,11,1,1,8
1205,0,0,100,0,1,110,0,0,60,0,0,20
2396,0,0,29,0,0,0,1,1,5,1,1,2
1019,0,0,995,0,1,0,0,1,0,0,1,0
1553,0,0,16,0,1,70,0,0,17,0,1,0
1371,0,0,77,0,0,45,0,0,44,0,0,32
1958,0,1,124,0,0,0,0,1,317,0,0,161
2095,0,0,37,0,0,81,0,1,82,0,0,197
1485,0,1,0,1,1,0,0,1,117,0,0,0
1212,0,1,40,0,0,56,0,0,97,0,0,48
1917,0,1,119,0,1,179,0,1,139,0,1,54
1573,0,0,101,0,1,194,0,0,142,0,0,81
1777,0,1,5,0,1,30,1,1,0,1,1,0
1943,0,0,161,0,1,165,0,0,22,0,1,0
1317,1,1,38,0,1,16,0,1,0,1,1,0
1962,1,1,0,0,1,0,1,1,0,1,1,2
2145,0,1,48,0,1,38,0,1,17,1,1,0
2367,0,1,0,1,1,121,1,1,0,1,1,0
1198,1,1,0,1,1,90,0,0,234,0,0,60
2433,1,1,2,1,1,0,1,1,22,1,1,25
1894,1,1,0,1,1,36,0,1,96,0,1,51
2028,0,1,34,0,1,52,0,1,72,0,1,29
1946,1,1,6,1,1,30,1,1,18,1,1,11
2017,0,0,0,1,1,7,0,1,3,0,0,0
1463,0,1,76,0,1,56,0,0,162,0,0,44
1638,0,0,545,0,0,618,0,0,808,0,0,825
1549,0,1,108,0,0,78,0,0,69,0,0,81
2061,0,0,89,0,0,188,0,0,76,0,0,43
1357,0,0,166,0,0,261,0,0,201,0,0,206
2267,0,1,0,1,1,61,0,1,38,1,1,34
2120,0,0,42,0,0,0,1,1,0,1,1,0
1024,0,1,0,1,1,0,1,1,0,1,1,17
1584,0,1,157,0,1,101,0,1,1353,0,1,0
1681,0,0,37,0,1,80,0,0,71,0,0,37
1216,1,1,0,1,1,11,1,1,0,1,1,12
2529,0,1,14,0,1,24,0,0,1,1,1,4
1483,0,0,154,0,0,148,0,0,143,0,0,154
1537,0,1,0,1,1,25,0,1,12,1,1,5
1769,0,1,10,0,1,294,0,0,45,0,0,84
1198,0,0,62,0,0,2,0,0,28,1,1,0
2377,0,1,17,0,1,14,1,1,5,1,1,9
1364,0,0,202,0,0,193,0,0,198,0,0,264
2180,0,1,9,0,0,5,0,1,40,1,1,2
1523,0,1,174,0,1,193,0,1,327,0,0,170
2025,0,1,0,1,1,39,0,1,16,1,1,0
1254,1,1,0,1,1,0,1,1,248,1,1,0
1641,0,0,2097,0,0,2097,0,0,2059,0,0,2009
1100,0,0,246,0,0,32,0,0,198,0,0,75
1618,0,0,11,0,1,23,0,1,9,0,1,2
1698,0,1,1,0,1,9,0,0,13,0,0,43
2204,0,0,33,0,1,200,0,0,67,0,0,66
1095,0,0,248,0,0,248,0,0,279,0,0,259
1322,0,0,0,1,1,20,0,0,68,0,0,39
1281,0,0,0,1,1,63,0,0,60,0,1,21
1162,0,0,43,0,0,92,0,0,81,0,0,58
1545,1,1,0,1,1,0,0,1,0,1,1,0
1803,1,1,0,1,1,10,0,1,0,1,1,0
1331,0,0,33,0,0,234,0,0,56,0,1,149
1729,1,1,2,1,1,0,0,1,0,1,1,0
1632,1,1,0,1,1,62,1,1,0,1,1,31
2145,0,0,28,0,1,0,1,1,0,0,1,167
1270,0,0,49,0,1,79,0,0,51,0,1,32
1134,0,1,2767,0,0,2643,0,0,358,0,1,0
1462,1,1,0,1,1,0,1,1,12,1,1,0
1797,0,0,50,0,0,91,0,0,0,0,0,40
1574,0,0,82,0,0,170,0,0,120,0,0,88
2247,1,1,0,1,1,11,1,1,18,0,1,0
2244,1,1,0,0,1,60,0,1,108,0,0,33
1459,0,0,32,0,0,52,1,1,22,0,1,37
1604,0,0,75,0,1,125,0,0,34,0,0,7
2183,1,1,0,1,1,156,1,1,0,1,1,8
1867,0,0,6,0,1,14,0,1,41,0,1,0
1038,0,0,8,0,0,95,0,0,147,0,0,168
1438,0,1,0,1,1,14,0,0,40,0,0,77
1897,0,1,7,0,1,4,0,0,77,0,1,13
2268,1,1,0,1,1,68,0,0,104,0,0,205
1835,1,1,0,1,1,14,1,1,35,1,1,0
1843,1,1,35,1,1,0,1,1,189,0,1,74
1026,0,1,36,0,1,79,0,1,37,0,1,33
2004,0,1,0,1,1,0,1,1,29,1,1,0
2361,0,1,12,0,1,0,1,1,0,0,1,9
1524,1,1,0,1,1,0,1,1,0,1,1,0
2012,1,1,0,0,1,0,1,1,17,0,0,66
1718,0,0,44,0,0,119,0,0,115,0,0,131
1860,0,1,46,0,1,0,0,0,31,0,0,49
1907,0,0,0,1,1,179,0,0,0,0,0,0
1597,0,1,297,0,1,235,0,1,412,0,1,334
1034,0,1,204,0,0,234,0,1,105,0,1,63
1689,0,0,70,0,0,79,0,0,120,0,0,115
2361,1,1,0,1,1,35,0,0,45,0,0,87
1567,0,0,0,1,1,283,0,1,10,0,0,32
1796,0,1,41,0,0,0,0,0,56,0,0,134
1616,0,1,38,0,0,45,0,0,35,0,0,33
2337,0,0,20,0,1,20,0,0,339,0,0,513
1909,0,0,0,1,1,0,1,1,35,1,1,41
1643,0,0,34,0,0,91,0,1,98,0,0,92
1109,0,0,144,0,1,239,0,0,251,0,1,219
1569,1,1,0,1,1,7,0,1,18,0,0,54
1706,1,1,0,1,1,46,1,1,0,1,1,0
2031,1,1,0,1,1,0,1,1,0,1,1,0
1325,1,1,0,1,1,16,1,1,21,1,1,0
2090,0,1,5,0,1,0,1,1,0,1,1,14
1324,0,0,100,0,0,97,0,1,34,0,0,53
1509,0,0,26,0,1,27,0,1,35,0,1,29
2006,0,1,175,0,0,0,0,1,62,0,1,0
1382,0,0,51,0,0,27,0,0,24,0,1,34
1551,1,1,114,0,1,1851,0,0,1,0,0,1
1644,0,0,0,1,1,25,0,1,6,0,0,12
755,0,0,395,0,0,501,0,0,433,0,0,400
1716,0,1,0,1,1,144,1,1,0,1,1,0
1112,0,0,36,0,1,87,0,1,27,0,1,35
1793,1,1,0,1,1,0,1,1,0,1,1,0
1513,0,1,0,1,1,33,0,0,23,1,1,41
1566,0,0,45,0,1,154,0,0,152,0,0,165
1873,0,1,22,0,1,35,0,1,24,0,1,14
1573,0,1,67,0,1,20,0,1,70,0,0,59
2219,0,1,0,1,1,44,0,1,18,0,1,16
2246,0,0,516,0,0,379,1,1,0,0,1,150
1337,0,0,91,0,0,91,0,0,235,0,0,192
1475,0,0,72,0,0,5,0,0,45,0,0,668
1449,1,1,0,1,1,0,0,1,51,0,1,9
1712,0,1,3364,0,1,3359,0,1,3166,1,1,0
1620,0,1,186,0,1,288,0,1,328,0,0,374
1959,0,0,76,0,0,70,0,0,59,0,0,25
1108,0,1,7,0,1,82,0,1,118,0,1,46
2002,0,0,6,0,0,27,0,1,0,0,0,53
2282,1,1,0,1,1,12,1,1,28,1,1,21
2440,0,1,0,1,1,60,1,1,0,1,1,7
1987,0,1,34,0,1,80,0,0,108,0,0,11
1369,0,0,96,0,0,95,0,0,66,0,0,82
1976,0,0,0,1,1,32,1,1,14,1,1,1
2267,0,0,20,0,1,38,0,0,58,0,0,50
1500,1,1,8,0,1,24,0,0,0,0,0,0
1609,0,0,29,0,0,7,0,0,19,1,1,0
1871,1,1,13,1,1,44,0,0,1955,0,0,1864
1626,0,0,251,0,0,10,0,0,47,0,0,9
1820,0,0,0,1,1,37,1,1,0,1,1,0
1439,0,0,42,0,0,47,0,0,57,0,0,48
1782,0,0,93,0,1,33,0,1,59,0,1,0
1685,0,1,231,0,0,97,0,1,19,0,1,79
1763,0,0,20,0,1,70,0,1,1,0,1,0
1787,0,1,0,0,1,0,0,1,27,0,1,0
1035,0,0,66,0,0,66,1,1,0,0,1,0
1946,0,0,166,0,0,210,0,0,508,0,0,597
2102,0,1,72,0,1,0,1,1,0,0,0,30
2087,0,0,110,0,0,106,0,0,269,0,0,275
1510,0,1,12,1,1,26,1,1,0,1,1,16
2061,0,0,0,1,1,10,1,1,0,1,1,2
1913,0,1,26,0,1,49,0,0,2,1,1,2046
2108,1,1,1,0,1,49,1,1,55,1,1,0
2172,0,0,0,1,1,186,0,0,20,0,0,96
1682,0,1,223,0,0,38,0,1,68,0,1,21
2219,1,1,0,1,1,92,1,1,0,1,1,0
1644,0,1,0,1,1,0,1,1,121,0,0,78
1997,1,1,0,1,1,11,1,1,27,1,1,0
1837,1,1,0,1,1,0,1,1,63,1,1,0
1561,0,1,16,0,1,66,1,1,47,1,1,0
1201,1,1,9,1,1,0,0,0,53,0,0,50
1906,0,0,219,0,0,319,0,0,327,0,0,401
2827,0,0,162,0,0,41,1,1,0,1,1,16
1762,0,1,0,1,1,31,0,0,24,0,0,10
1863,0,0,35,0,0,186,0,0,162,0,0,286
2021,0,0,68,0,0,51,0,0,26,0,0,5
2153,0,0,0,0,1,48,0,0,23,0,0,28
1242,1,1,0,1,1,28,1,1,11,1,1,2
1802,0,0,46,0,0,0,0,0,31,0,0,13
1656,0,0,157,0,0,216,0,0,74,0,0,72
1399,1,1,0,1,1,19,1,1,0,1,1,0
1729,0,1,0,1,1,26,0,0,6,0,1,21
1993,0,1,4,0,1,0,1,1,0,0,1,23
1182,0,1,0,1,1,43,0,1,9,1,1,17
1205,0,1,0,1,1,57,0,1,55,0,1,62
1873,0,0,307,0,0,227,0,0,104,0,0,64
1715,1,1,13,0,1,10,0,1,23,0,1,0
1590,0,0,201,0,0,118,0,0,75,0,1,33
1676,0,1,0,0,1,13,0,1,63,0,0,55
2015,0,1,109,0,1,79,0,1,97,0,1,182
1777,0,0,100,0,0,100,0,0,68,1,1,9
1788,1,1,0,1,1,6,0,1,46,1,1,0
2459,0,1,0,1,1,42,1,1,86,0,0,0
1277,1,1,0,1,1,66,1,1,0,1,1,28
1214,0,0,171,0,0,227,1,1,175,0,1,0
1523,0,1,26,0,0,0,0,1,87,0,0,26
2272,0,0,16,0,1,13,0,0,0,0,1,59
2213,0,1,53,0,1,67,0,1,55,1,1,0
1928,0,0,68,0,0,101,0,0,569,0,0,623
1181,0,0,116,0,0,112,0,0,130,0,0,63
743,0,1,0,1,1,86,1,1,0,0,0,21
1283,0,0,0,1,1,60,1,1,158,1,1,0
1470,0,0,37,0,1,86,0,0,136,0,0,185
728,0,0,120,0,0,270,0,0,291,0,0,222
2006,0,0,7,0,1,4,0,0,22,0,0,58
2322,0,1,13,0,1,22,1,1,3,0,1,19
2009,0,0,32,0,1,30,0,1,21,0,0,42
1610,1,1,0,1,1,81,1,1,2,1,1,12
1586,0,0,0,1,1,155,0,1,23,0,1,12
1769,0,1,0,1,1,45,0,1,43,1,1,17
1577,0,1,138,0,1,68,1,1,0,0,1,0
1212,0,0,61,0,0,58,0,0,59,0,1,31
1036,1,1,33,1,1,0,1,1,0,0,1,0
1611,0,1,14,0,1,10,0,0,28,0,1,18
902,1,1,0,1,1,0,0,1,0,1,1,0
1151,1,1,0,1,1,0,1,1,20,1,1,0
2546,1,1,41,1,1,9,0,1,470,0,1,86
1401,0,1,0,1,1,51,0,1,10,0,1,11
1500,1,1,0,1,1,0,1,1,0,1,1,0
1562,0,1,0,1,1,40,1,1,27,1,1,41
886,0,1,176,0,0,123,0,1,387,0,1,403
1468,0,0,14,0,1,76,0,0,70,0,0,48
2449,1,1,0,1,1,0,1,1,0,1,1,0
1856,0,1,56,0,1,62,1,1,70,0,1,22
2107,0,1,128,0,0,28,0,1,93,0,1,0
1715,0,0,0,0,0,86,0,0,23,0,0,4
1835,0,0,13,0,1,1,0,0,2,0,0,0
1018,0,1,11,0,0,47,1,1,0,0,1,28
1513,1,1,0,1,1,27,1,1,12,0,1,11
1951,0,0,0,1,1,16,0,0,0,1,1,0
1644,0,0,173,0,0,173,0,0,133,0,1,251
1774,1,1,2,1,1,72,0,0,0,0,1,7
1500,0,1,42,0,1,53,0,0,44,0,0,27
1442,0,1,12,0,1,202,0,1,0,1,1,19
1597,1,1,0,1,1,53,1,1,3,1,1,0
1473,0,1,30,0,1,62,0,0,19,0,0,22
1997,0,1,63,0,1,57,1,1,49,0,1,33
1635,1,1,0,1,1,16,1,1,39,1,1,0
1155,0,1,101,0,0,57,1,1,0,0,1,1
1710,1,1,0,1,1,11,1,1,67,1,1,0
1356,0,0,28,0,1,68,0,0,29,0,0,14
1275,0,1,45,0,0,42,0,0,20,0,1,16
1417,0,0,36,0,1,108,0,1,13,0,1,41
1269,1,1,0,1,1,58,1,1,9,1,1,1
2236,1,1,0,1,1,15,1,1,26,1,1,0
1362,0,0,22,0,1,89,0,0,109,0,0,79
1983,0,0,53,0,0,44,0,1,0,0,1,0
2319,1,1,20,1,1,35,0,1,0,0,1,3
949,0,1,182,0,0,187,0,0,77,0,0,77
1935,0,0,32,0,0,30,1,1,5,1,1,1
1615,0,0,49,0,1,113,0,0,37,0,1,38
1427,1,1,0,1,1,54,1,1,9,1,1,0
1388,0,1,15,0,1,82,0,1,1655,0,1,0
2125,0,0,206,0,0,179,0,0,286,0,0,281
2167,0,0,0,1,1,31,0,0,45,1,1,6
1346,0,0,230,0,0,237,0,0,0,0,0,0
2291,0,1,0,1,1,0,0,0,153,0,0,166
1683,0,0,63,0,0,142,0,1,12,0,1,0
1911,0,0,0,1,1,25,0,1,39,0,0,10
1558,0,1,37,0,1,76,0,1,83,0,1,80
1561,1,1,0,1,1,27,1,1,0,0,1,11
1128,1,1,0,1,1,0,0,1,21,0,1,0
1633,1,1,0,1,1,0,1,1,0,1,1,32
1124,0,0,142,0,0,50,0,0,55,0,0,104
1906,0,0,0,1,1,0,1,1,30,1,1,14
2221,1,1,0,1,1,9,1,1,0,1,1,17
1531,1,1,114,0,0,107,0,0,80,0,1,0
2269,0,1,0,1,1,0,1,1,0,0,1,1
1563,0,0,127,0,0,242,0,0,305,0,0,343
2167,0,1,0,1,1,35,0,1,44,0,1,31
1092,1,1,0,1,1,0,1,1,0,1,1,18
1773,0,0,189,0,0,188,0,0,237,0,0,212
1580,0,1,34,0,1,0,0,1,193,0,1,200
2065,0,1,20,0,1,0,1,1,0,0,1,7
2017,0,1,0,1,1,111,0,1,0,1,1,4
1462,0,1,92,0,1,372,0,0,234,0,0,161
1929,1,1,0,1,1,39,1,1,0,1,1,13
2235,1,1,33,1,1,80,1,1,0,1,1,0
1521,0,0,133,0,0,115,0,0,85,0,1,103
1574,0,1,40,0,1,22,0,1,21,0,1,25
2025,0,0,0,0,1,23,0,0,48,0,0,8
1309,0,1,149,0,0,0,0,1,107,0,1,186
1271,0,0,47,0,1,60,0,0,96,0,0,118
1529,1,1,64,1,1,0,1,1,38,1,1,0
1973,0,0,20,0,0,46,1,1,18,0,0,15
1761,0,1,0,1,1,41,0,1,0,1,1,16
1640,0,1,6,0,1,226,0,1,0,0,0,0
1753,0,1,6,0,1,0,1,1,29,0,1,61
1167,1,1,0,1,1,0,1,1,0,1,1,0
791,0,1,92,0,0,28,1,1,36,0,0,51
2551,1,1,340,1,1,0,1,1,0,1,1,0
1462,0,1,0,1,1,0,1,1,0,1,1,9
1290,1,1,77,0,0,30,1,1,70,0,1,158
2009,0,0,67,0,0,216,0,0,201,0,0,372
1160,0,0,56,0,0,180,0,0,138,0,0,259
1533,1,1,0,1,1,8,1,1,11,1,1,14
2482,0,0,46,0,0,0,0,0,124,0,1,102
1112,1,1,0,1,1,47,0,0,148,0,0,58
953,0,1,13,0,1,13,1,1,0,1,1,3
1260,0,0,155,0,1,102,0,0,325,0,0,175
1422,0,0,59,0,0,22,0,0,48,0,1,60
1646,0,1,0,1,1,27,0,0,34,0,0,0
1522,0,0,24,0,1,138,0,0,76,0,0,55
1584,0,1,24,0,1,68,0,1,91,0,1,135
999,0,1,0,1,1,51,0,0,86,0,0,90
2561,0,1,40,0,1,0,1,1,0,1,1,0
1637,0,0,0,1,1,30,0,0,34,0,1,98
2561,1,1,18,1,1,0,0,1,0,1,1,0
2000,0,0,0,1,1,46,0,0,61,0,1,4
1899,0,1,46,0,1,71,0,0,29,0,1,0
1763,1,1,58,0,0,44,0,1,68,0,0,9
1200,0,0,0,1,1,0,1,1,0,1,1,0
876,0,0,388,0,0,433,0,0,664,0,0,591
1376,0,1,18,0,1,48,0,1,49,0,1,23
2433,1,1,82,0,0,60,1,1,0,1,1,0
1191,1,1,0,1,1,0,1,1,9,1,1,0
868,0,0,57,0,1,57,0,1,111,0,1,2
1296,0,0,185,0,0,145,0,0,115,0,0,172
1419,0,0,240,0,0,175,0,0,64,0,0,33
1751,0,0,62,0,0,58,0,0,20,0,1,13
1436,1,1,0,1,1,0,1,1,5,1,1,0
1773,0,0,1507,0,0,909,0,0,1,0,0,1
1901,0,1,0,1,1,31,0,0,5,1,1,7
1461,0,1,0,1,1,49,0,1,0,0,1,0
1793,1,1,0,1,1,2,0,1,34,0,1,51
1661,0,0,0,1,1,27,0,0,45,0,0,33
1875,0,0,22,0,1,33,0,1,74,0,0,75
2031,0,0,206,0,0,206,0,0,262,0,0,310
2213,0,0,0,0,1,22,1,1,24,0,0,11
1211,0,1,479,0,0,104,0,1,49,0,1,98
1999,1,1,0,1,1,95,0,1,16,1,1,3
1913,0,1,38,0,1,28,0,1,91,0,0,52
1778,0,1,0,1,1,60,1,1,0,1,1,0
2102,0,0,10,1,1,2,0,1,28,1,1,7
2304,0,1,24,0,1,19,0,1,57,0,1,8
1669,0,0,39,0,0,39,0,0,195,0,0,180
1031,0,1,64,0,1,16,0,1,11,0,0,12
1726,0,1,1,0,0,2,1,1,0,1,1,0
1066,1,1,0,1,1,62,0,1,0,0,0,209
963,0,1,0,1,1,21,0,1,23,1,1,1
1659,0,0,372,0,0,1133,0,0,1107,0,0,2
1675,0,0,195,0,0,0,0,0,68,0,0,0
2141,0,0,0,1,1,35,1,1,27,1,1,0
1318,1,1,0,1,1,26,1,1,0,1,1,25
1254,0,0,242,0,0,182,1,1,19,1,1,0
1173,0,1,0,1,1,0,0,1,66,0,1,176
1662,0,0,230,0,0,405,0,0,340,0,0,377
1486,0,1,11,0,1,1,0,1,8,0,1,79
1790,0,1,39,0,1,98,0,1,132,0,0,87
2127,0,0,91,0,0,159,0,0,78,0,0,83
1483,1,1,0,1,1,0,1,1,19,0,1,0
1193,0,1,0,1,1,0,0,1,0,0,1,28
1481,0,0,314,0,0,313,0,0,291,0,0,206
1502,0,0,41,0,0,91,0,0,78,0,0,80
1323,0,0,50,0,1,0,0,1,0,1,1,9
2204,0,1,3,0,1,12,1,1,43,1,1,2
2178,0,0,0,1,1,75,0,0,63,0,1,7
1457,0,0,243,0,1,239,0,0,603,0,0,708
1355,1,1,0,1,1,26,1,1,14,1,1,0
2007,0,0,168,0,0,158,0,1,82,0,1,94
2291,1,1,0,1,1,44,1,1,0,1,1,0
1930,1,1,0,1,1,50,1,1,32,0,1,4
1901,1,1,0,1,1,59,1,1,36,1,1,0
2116,0,1,0,1,1,8,0,1,27,0,0,25
1778,0,0,94,0,1,82,0,0,19,0,0,23
1716,0,1,0,1,1,0,1,1,0,1,1,0
2038,0,1,120,0,1,17,0,1,0,1,1,0
1015,0,0,62,0,0,79,0,0,85,0,0,55
2318,0,0,47,0,0,44,0,1,25,0,1,5
2043,0,1,52,0,0,27,0,0,91,0,0,118
1773,0,1,12,0,1,47,0,0,44,0,0,43
2259,0,0,17,0,1,13,0,1,3,1,1,30
1163,0,1,42,0,1,62,0,1,81,0,0,78
971,1,1,405,0,0,33,0,1,8,0,1,28
2121,0,1,0,1,1,21,1,1,5,0,1,0
2057,0,1,0,1,1,103,1,1,0,1,1,132
1723,0,1,163,0,1,218,0,1,47,1,1,0
1345,1,1,300,0,0,431,0,0,408,0,0,387
1027,0,0,169,0,0,117,0,0,138,0,0,133
2065,1,1,45,1,1,0,1,1,132,0,1,0
1811,0,0,32,0,1,32,1,1,6,1,1,15
1822,1,1,0,1,1,89,0,0,178,0,0,69
1152,0,0,15,0,1,98,0,0,42,0,0,36
2234,1,1,68,0,0,86,0,0,93,0,1,46
1537,0,0,610,0,0,599,0,0,252,0,0,376
1680,1,1,0,1,1,10,1,1,11,1,1,2
1398,1,1,0,1,1,22,0,1,0,1,1,1
1369,0,0,61,0,0,113,0,0,442,0,0,505
1834,0,0,1681,0,0,1626,0,0,1742,0,0,1689
1786,0,0,10,0,1,54,0,0,20,0,0,116
1032,0,0,0,0,1,3,1,1,0,0,1,23
1866,0,0,177,0,0,231,0,0,14,0,1,0
2343,0,1,0,1,1,27,0,1,5,1,1,30
1755,0,1,23,0,1,21,0,0,34,0,0,44
1582,1,1,0,1,1,34,1,1,17,1,1,12
1522,1,1,0,1,1,106,1,1,0,1,1,15
1281,0,0,79,0,0,157,0,0,98,0,0,182
1389,0,0,100,0,0,94,0,0,80,0,0,33
1630,0,0,39,0,0,107,0,0,60,0,0,38
1500,0,1,8,0,1,9,0,1,18,0,1,3
925,0,1,115,0,1,208,0,0,48,0,0,106
1375,0,1,0,1,1,15,0,0,107,0,1,158
1510,0,0,388,0,0,1034,0,0,733,0,0,577
1709,0,1,0,1,1,45,0,1,24,0,1,0
1887,0,0,18,0,0,51,0,1,66,0,0,67
1280,0,1,19,0,1,179,0,1,0,0,1,3
1630,0,0,313,0,0,266,0,0,419,0,0,356
1753,1,1,0,1,1,62,0,0,85,0,0,70
2060,0,0,103,0,0,23,0,0,12,0,0,46
2057,0,1,1,0,1,9,1,1,13,0,0,20
2011,1,1,0,1,1,0,1,1,0,1,1,13
2072,1,1,0,1,1,18,0,0,4,1,1,33
964,0,0,117,0,0,44,0,0,23,0,0,14
1418,0,0,14,0,0,12,0,0,54,0,0,46
2200,0,0,25,0,1,70,0,0,50,1,1,2715
1501,0,0,128,0,0,91,0,0,47,0,1,1226
1647,1,1,38,1,1,0,1,1,86,1,1,21
2616,0,0,5,0,1,5,0,1,0,1,1,0
1752,0,0,0,1,1,18,0,1,19,0,0,22
1242,0,1,37,0,1,71,0,0,48,0,0,50
1510,0,0,246,0,0,188,0,0,69,0,0,67
1422,0,1,14,0,1,75,1,1,30,1,1,0
2307,0,0,1,0,1,12,1,1,27,0,1,9
1523,0,0,13,0,0,83,0,0,121,0,0,139
1722,1,1,0,1,1,0,1,1,20,1,1,17
1758,0,0,44,0,0,66,0,1,17,0,1,24
1323,0,1,106,0,1,181,0,1,86,0,1,84
2011,0,0,81,0,0,74,0,0,138,0,0,187
1131,1,1,0,1,1,0,0,1,53,0,1,90
2296,1,1,0,1,1,0,1,1,103,0,1,7
1704,0,0,55,0,1,79,0,0,247,0,0,102
1313,0,1,624,0,1,752,0,1,732,0,0,903
1666,0,0,35,0,0,17,0,0,159,0,0,117
2068,0,0,50,0,0,29,1,1,36,0,0,0
1524,0,1,65,0,1,108,0,1,0,0,1,67
2166,0,1,34,0,0,0,0,0,0,0,0,128
1230,0,0,111,0,0,94,0,1,169,0,0,156
1329,0,0,25,0,0,60,0,1,27,0,0,59
2017,0,0,12,0,1,106,0,0,57,0,1,12
1922,1,1,8,1,1,0,0,1,0,0,1,42
2124,0,0,278,0,0,7,0,1,38,0,0,0
806,0,0,0,1,1,0,1,1,64,0,0,30
983,0,0,326,0,0,496,0,0,457,0,0,419
1620,0,1,8,0,1,50,1,1,16,1,1,0
1020,1,1,91,0,0,65,0,0,50,0,0,60
1914,0,1,128,0,1,147,0,1,10,1,1,0
907,1,1,0,0,1,51,0,1,75,0,0,74
2051,0,0,80,0,0,73,0,0,81,0,0,98
1158,0,0,0,0,1,134,0,0,178,0,0,68
1727,0,0,45,0,0,78,0,0,103,0,0,162
2222,0,1,67,0,1,61,1,1,4,1,1,0
1929,0,1,8,0,1,39,0,1,17,1,1,0
1249,0,1,60,0,1,66,0,0,58,0,0,86
2274,0,0,63,0,1,174,0,1,228,0,0,278
1945,1,1,0,1,1,22,1,1,0,0,1,0
2125,1,1,13,1,1,3,1,1,10,1,1,0
1656,0,0,14,0,1,42,0,0,247,0,0,202
2313,0,0,52,0,0,54,0,0,95,0,0,111
1231,0,1,75,0,1,58,1,1,0,0,1,24
1615,1,1,0,1,1,0,1,1,33,1,1,0
1663,0,0,0,0,1,7,0,0,20,0,0,37
596,0,0,120,0,0,141,0,0,57,0,0,51
2721,0,0,69,0,0,78,0,0,100,0,0,81
